_id	model.x	model.y	clust_4	lemma	newspaper	country	formality	_cws.model	_ctxt.model	in_concept
briljant/adj/parool_20040128_17/9	28.2185305528362	-2.46185536138875	2	briljant	parool	Netherlands	popular	relaxt/adj;echt/adj;vind/verb;blues/noun;B.B./noun	<small>Die relaxte melodievoering vind ik echt</small> <u>relaxte</u><sup>1.689</sup> melodievoering <u>vind</u><sup>52.96</sup> ik <u>echt</u><sup>6.814</sup> <span class='target'>briljant</span> . " <u>B.B.</u><sup>9.655</sup> 's <u>blues</u><sup>2.926</sup> <small>Branford Marsalis ( I heard you twice the first time , 1992 ) . Een</small>	yes
briljant/adj/het_laatste_nieuws_20040210_01_550/47	-33.8371429203642	-18.9591754257755	3	briljant	het_laatste_nieuws	Belgium	popular	Lentezon/noun;met/prep;laat/adj;vrij_schop/noun;slim/adj;met/prep	<small>speler in eerste provinciale . Begon in de spits en hielp Boom voorbij een stug</small> <u>Lentezon</u><sup>6.016</sup> . Eerst <u>met</u><sup>88.375</sup> een <span class='target'>briljante</span> <u>vrijschop</u><sup>5.51</sup> , <u>later</u><sup>13.375</sup> <u>slim</u><sup>27.016</sup> <u>met</u><sup>88.375</sup> <small>een kapbeweging en een intikker . Verlengde zijn contract met twee jaar en dat is</small>	yes
briljant/adj/parool_20020410_30/9	12.737794176074	14.3955901899175	2	briljant	parool	Netherlands	popular	ben/verb;jurist/noun;in/prep	<small>MARIUS Levenbach was een van de</small> Levenbach <u>was</u><sup>336.212</sup> een van de <span class='target'>briljante</span> <u>juristen</u><sup>140.091</sup> <u>in</u><sup>63.223</sup> de Juridische faculteit <small>, toen ik in juli 1964 tot het gezelschap werd toegelaten . In de faculteitskamer</small>	yes
geniaal/adj/het_laatste_nieuws_20040417_01_519/66	29.9193807640929	-32.3417907740358	1	geniaal	het_laatste_nieuws	Belgium	popular	lezing/noun;genealogie/noun;om/prep;idee/noun	<small>Een Bierbeeks familieverhaal andapos; : om 15 uur in het BEK-huis in Lovenjoel . *</small> <u>Lezing</u><sup>4.639</sup> andapos; <u>Genealogie</u><sup>7.487</sup> ... een <span class='target'>geniaal</span> <u>idee</u><sup>527.78</sup> ! andapos; : <u>om</u><sup>4.982</sup> <small>14 uur ( genealogie ) en 16 uur ( heraldiek ) in het BEK-Huis in</small>	yes
geniaal/adj/het_laatste_nieuws_20040309_01_831/86	28.1881338725487	-47.1801331806993	1	geniaal	het_laatste_nieuws	Belgium	popular	sta/verb;in/prep;bal/noun;ingeving/noun	<small>het leder aangespeeld door Teuchie en kwam op een paar meter voor de Jeukse doelman</small> te <u>staan</u><sup>5.779</sup> . <u>In</u><sup>86.105</sup> een <span class='target'>geniale</span> <u>ingeving</u><sup>683.086</sup> besliste kanwa de <u>bal</u><sup>11.48</sup> <small>haarfijn over de verbijsterde portier te lobben . Borgloon won uiteindelijk verdiend met 3-0 .</small>	yes
geniaal/adj/het_laatste_nieuws_20020102_01_332/18	30.4427709459008	-47.6835023809567	1	geniaal	het_laatste_nieuws	Belgium	popular	SAM/name;maf/adj;ingeving/noun;wissel_af/verb;met/prep	<small>Korte berichten SAM CASSELL Blijft</small> Korte berichten <u>SAM</u><sup>7.897</sup> CASSELL Blijft <span class='target'>geniale</span> <u>met</u><sup>6.675</sup> <u>maffe</u><sup>3.703</sup> <u>ingevingen</u><sup>683.086</sup> <u>afwisselen</u><sup>30.085</sup> , <small>maar leidde de Milwaukee Bucks de voorbije week wel tot tweemaal toe voorbij titelpretendent San</small>	yes
briljant/adj/het_laatste_nieuws_20021221_01_280/62	-59.6713522006305	31.2122740179555	4	briljant	het_laatste_nieuws	Belgium	popular	daar/adv;vier/verb;huwelijk/noun;met/prep	<small>jawoord gaven . Het koppel verblijft sinds vorige maand in rustoord Op Haanven in Veerle-Laakdal</small> . <u>Daar</u><sup>3.461</sup> <u>vierden</u><sup>295.914</sup> ze hun <span class='target'>briljanten</span> <u>huwelijk</u><sup>15.104</sup> <u>met</u><sup>88.375</sup> een receptie . <small>De Diestse burgemeester Tony Smets kwam het fiere koppel hoogstpersoonlijk feliciteren . Edgard werkte veertig</small>	no
briljant/adj/het_laatste_nieuws_20021119_01_90/63	-37.8193788052046	-14.329738047667	3	briljant	het_laatste_nieuws	Belgium	popular	met/prep;Gerard/name;huwelijk_feest/noun	<small>Beauvoordse kerk binnen om elkaar het jawoord te geven . Zondag vierde het echtpaar samen</small> <u>met</u><sup>88.375</sup> de hele familie het <span class='target'>briljanten</span> <u>huwelijksfeest</u><sup>22.544</sup> . <u>Gerard</u><sup>9.158</sup> en Margriet <small>hebben vijf kinderen , die op hun beurt zorgden voor 15 kleinkinderen . Ondertussen is</small>	no
briljant/adj/parool_19990713_25/47	-8.8611815816474	-1.85486532302482	2	briljant	parool	Netherlands	popular	soms/adv;zelfs/adv;met/prep	<small>elke week met zijn gasten over hun voorliefde voor Nederlandstalige muziek . Het levert leuke</small> programma's op , <u>soms</u><sup>96.623</sup> <u>zelfs</u><sup>25.69</sup> <span class='target'>briljante</span> . De uitzending <u>met</u><sup>88.375</sup> uitgever <small>Vic van de Reijt die ik hoorde behoort tot de laatste categorie . Van de</small>	yes
briljant/adj/parool_19990925_118/200	35.3186684313605	-33.4775069744606	1	briljant	parool	Netherlands	popular	Amstelhof/noun;in/prep;idee/noun;wil/verb;vind/verb	<small>het drukke toeristenverkeer is de kans op succes groot . " Piotrovski , die vestiging</small> <u>in</u><sup>63.223</sup> de <u>Amstelhof</u><sup>8.832</sup> ' een <span class='target'>briljant</span> <u>idee</u><sup>979.189</sup> ' <u>vindt</u><sup>52.96</sup> , <u>wil</u><sup>63.467</sup> <small>er ' zoveel mogelijk laten zien van de kunst die de Hermitage herbergt ' .</small>	yes
geniaal/adj/nrc_handelsblad_20040216_34/68	37.1207304380119	37.4958137176015	2	geniaal	nrc_handelsblad	Netherlands	quality	Koolhaas/name;tot/prep;ben/verb;niet/adv;van/prep	<small>Berlijn . " De bouw van de Kunsthal bracht de toenmalige directeur Wim van Krimpen</small> <u>tot</u><sup>13.829</sup> de uitspraak dat <u>Koolhaas</u><sup>8.657</sup> <span class='target'>geniaal</span> <u>is</u><sup>342.896</sup> maar <u>niet</u><sup>12.341</sup> <u>van</u><sup>4.05</sup> mensen <small>houdt . " Dat is vaak zo met geniale mensen " , zegt van Krimpen</small>	yes
briljant/adj/het_nieuwsblad_19990924_01_262/32	-53.2925607818015	24.5245244504543	4	briljant	het_nieuwsblad	Belgium	popular	vier/verb;ras_echt/adj;huwelijk_jubileum/noun;Oudenaardisten/noun	<small>Hard labeur belet oud worden niet " Clara Desloovere ( 83 ) en Albert Bruyneel</small> ( 84 ) <u>vierden</u><sup>295.914</sup> hun <span class='target'>briljanten</span> <u>huwelijksjubileum</u><sup>315.957</sup> . Twee <u>rasechte</u><sup>2.41</sup> <u>Oudenaardisten</u><sup>10.775</sup> <small>die in september 1934 in hun geboortestad trouwden en er een dochter en drie zonen</small>	no
briljant/adj/het_nieuwsblad_20010511_01_47/20	44.2585533781006	32.5045897033165	2	briljant	het_nieuwsblad	Belgium	popular	ben/verb;niet/adv;ben/verb;prof/noun	<small>Student staat centraal Het is niet omdat je een</small> <u>is</u><sup>336.212</sup> <u>niet</u><sup>5.714</sup> omdat je een <span class='target'>briljante</span> <u>prof</u><sup>1.036</sup> <u>bent</u><sup>336.212</sup> , dat je <small>goed kunt lesgeven . Bovendien is het onderwijs aan de universiteit in beweging . Daarom</small>	yes
briljant/adj/nrc_handelsblad_20010129_67/413	48.8135553526666	34.4230990383452	2	briljant	nrc_handelsblad	Netherlands	quality	haal_in/verb;nog/adv;ben/verb;niet/adv	<small>moeilijk te verwijten aan een artiest die bezig is een achterstand van minstens dertig jaar</small> rockhistorie in te <u>halen</u><sup>1.015</sup> . <span class='target'>Briljant</span> <u>was</u><sup>336.212</sup> het <u>nog</u><sup>30.691</sup> <u>niet</u><sup>5.714</sup> , <small>maar de Chinese lente in de popmuziek is bij deze officieel begonnen .</small>	no
briljant/adj/volkskrant_20040318_56/307	41.1790094514459	16.2770451489195	2	briljant	volkskrant	Netherlands	quality	elegant/adj;ben/verb;misschien/adv;zeg/verb	<small>beweerde aanwezigheid van nucleaire , biologische en chemische wapens . ' De oorlog tegen Irak</small> <u>was</u><sup>336.212</sup> <u>misschien</u><sup>15.88</sup> een <u>elegante</u><sup>5.439</sup> en <span class='target'>briljante</span> militaire operatie , ' <u>zegt</u><sup>32.504</sup> <small>Blix , ' maar hij werd gevoerd op basis van de verkeerde diagnose ' .</small>	yes
geniaal/adj/nrc_handelsblad_20040207_272/29	0.55301483669827	0.592918132654708	1	geniaal	nrc_handelsblad	Netherlands	quality	middenveld/noun;door/prep;niet/adv;bal/noun;spits/noun;behoorlijk/adj	<small>metafoor die hem als Feijenoord-supporter aanspreekt : ` ` Een voetbalwedstrijd wordt gewonnen op het</small> <u>middenveld</u><sup>4.285</sup> , <u>niet</u><sup>12.341</sup> <u>door</u><sup>1.389</sup> de <span class='target'>geniale</span> <u>spits</u><sup>2.784</sup> die geen <u>bal</u><sup>11.48</sup> <u>behoorlijk</u><sup>5.598</sup> <small>aangespeeld krijgt . " Geachte leraren van Nederland , nooit eerder kreeg ik zo veel</small>	yes
geniaal/adj/de_morgen_20010621_01_263/52	3.13764339656093	-24.8601447469638	1	geniaal	de_morgen	Belgium	quality	;schilder/noun;ding/noun	<small>, het Kaaitheater . 26 Vermeer De Londense Vermeer-tentoonstelling inspireert Onze Man tot superlatieven :</small> " Een onovertrefbaar , ja <span class='target'>geniaal</span> <u>schilder</u><sup>148.484</sup> die de dagelijkse <u>dingen</u><sup>27.589</sup> <small>een goddelijke glans gaf . "</small>	yes
geniaal/adj/de_morgen_20030109_01_82/130	-46.6993410959912	-0.39446070189572	1	geniaal	de_morgen	Belgium	quality	denk/verb;Monteverdi/name;van/prep;tekst/noun;in/prep	<small>' ik ' op zou kunnen antwoorden . De Rores werken blijken inderdaad te zijn</small> wat <u>Monteverdi</u><sup>12.099</sup> erover <u>dacht</u><sup>1.429</sup> : <span class='target'>geniaal</span> <u>in</u><sup>86.105</sup> hun eenheid <u>van</u><sup>4.05</sup> <u>tekst</u><sup>32.103</sup> <small>en muziek , ongemeen ontroerend en soms extreem in hun zoektocht naar de grenzen van</small>	yes
briljant/adj/het_nieuwsblad_20020206_01_477/27	-30.1624814919232	10.5187120374582	1	briljant	het_nieuwsblad	Belgium	popular	gouden/adj;diamant/noun;huwelijk/noun;kunst_werk/noun	<small>" Gouden bruidspaar " voor jubilarissen OVERPELT Jubilarissen van een gouden , diamanten of</small> een <u>gouden</u><sup>51.65</sup> , <u>diamanten</u><sup>112.952</sup> of <span class='target'>briljanten</span> <u>huwelijk</u><sup>15.104</sup> krijgen voortaan een <u>kunstwerk</u><sup>6.379</sup> <small>in plaats van een cheque vanwege het gemeentebestuur . De Overpeltse kunstenares Jet Moelans ontwierp</small>	no
geniaal/adj/volkskrant_20040403_extra_48/390	-4.96051676952569	31.9945348804779	1	geniaal	volkskrant	Netherlands	quality	als/prep;van/prep;MVRDV/name;architect_bureau/noun;terecht/adj;bejubeld/adj	<small>in Hannover werd vier jaar geleden het Nederlandse paviljoen , een stapel ' landschappen '</small> <u>van</u><sup>4.05</sup> <u>architectenbureau</u><sup>3.06</sup> <u>MVRDV</u><sup>14.145</sup> , <u>als</u><sup>110.575</sup> <span class='target'>geniaal</span> <u>bejubeld</u><sup>3.386</sup> . <u>Terecht</u><sup>2.541</sup> , maar <small>even verderop stond nog een juweel : een 45 meter hoog gebouw zonder ramen ,</small>	yes
briljant/adj/volkskrant_20011018_31/92	13.6890830973381	-35.0605976805277	1	briljant	volkskrant	Netherlands	quality	Cher/name;plus/prep;lieu/name;d'un/name;toegift/noun;flauw/adj	<small>Schumanns . Violist Maxim Vengerov met Tsjaikovski's op de rand van de kitsch balancerende Souvenir</small> <u>d'un</u><sup>5.335</sup> <u>lieu</u><sup>10.163</sup> <u>cher</u><sup>3.06</sup> ( <u>plus</u><sup>1.063</sup> <span class='target'>briljante</span> en <u>flauwe</u><sup>68.589</sup> <u>toegiften</u><sup>7.39</sup> ) . <small></small>	no
geniaal/adj/algemeen_dagblad_20000318_208/16	34.236143616346	-0.330008163323773	2	geniaal	algemeen_dagblad	Netherlands	popular	maart/noun;Uitgaanskrant/name;Bach/name;ben/verb;vind/verb	<small>De reden waarom Maarten 't Hart Mozart ( Uitgaanskrant , 9 maart )</small> <u>Uitgaanskrant</u><sup>12.541</sup> , 9 <u>maart</u><sup>1.887</sup> ) <span class='target'>genialer</span> <u>vindt</u><sup>76.589</sup> dan <u>Bach</u><sup>73.321</sup> <u>is</u><sup>342.896</sup> opmerkelijk <small>. ` Ik vind Mozart de allergrootste . Ja , absoluut . Kijk , Bach</small>	no
briljant/adj/volkskrant_20030517_21/104	-26.8944787131405	-5.33454569950441	1	briljant	volkskrant	Netherlands	quality	voorzie/verb;eindspel/noun;kaart_speler/noun;onder/prep;soepel/adj;&#9830;H/noun	<small>raakt de leider de klaverenverliezer uit zuid kwijt . Zo niet bij Zia , die</small> het <u>eindspel</u><sup>2.957</sup> <u>voorzag</u><sup>1.96</sup> . De <span class='target'>briljante</span> <u>kaartspeler</u><sup>29.215</sup> gooide <u>soepel</u><sup>8.753</sup> <u>&#9830;H</u><sup>9.498</sup> <u>onder</u><sup>3.052</sup> <small>&#9830;A ! De leider ging verder met &#9827;V , &#9827;H , &#9827;A en &#9827;4 .</small>	yes
briljant/adj/parool_20040623_91/151	0.661481627674179	3.37688845468914	1	briljant	parool	Netherlands	popular	commercial/noun;neem/verb;er/noun;zit/verb;niet/adv;werk/noun;tussen/prep	<small>Nederlandse Film en Televisie Academie . Met twaalf films , twee interactieve installaties en negen</small> <u>commercials</u><sup>5.74</sup> <u>nemen</u><sup>11.169</sup> ze afscheid . <span class='target'>Briljant</span> <u>werk</u><sup>1.761</sup> <u>zit</u><sup>8.242</sup> <u>er</u><sup>16.22</sup> <u>niet</u><sup>5.714</sup> <u>tussen</u><sup>2.794</sup> <small>, maar de afgestudeerden verstaan hun vak . Lichting 2004 gaat de geschiedenis in als</small>	yes
briljant/adj/volkskrant_20000310_13/135	46.2351308699646	0.998440407007686	2	briljant	volkskrant	Netherlands	quality	ben/verb;niet/adv;zo/adv;ben/verb;Mia/name	<small>bondscoach Martijn van Dooremalen . ' Ye is de beste Chinese die er is ,</small> maar ze <u>is</u><sup>336.212</sup> <u>niet</u><sup>5.714</sup> <u>zo</u><sup>42.886</sup> <span class='target'>briljant</span> als <u>Mia</u><sup>3.172</sup> . Ze <u>is</u><sup>336.212</sup> <small>oerdegelijk . Mia heeft iets extra's , net als Johan Cruijff destijds . Af en</small>	yes
briljant/adj/nrc_handelsblad_20020308_302/33	-16.5298051690856	-44.5854496646327	1	briljant	nrc_handelsblad	Netherlands	quality	schatplichtigheid/noun;boek/noun;uniek/adj;in/prep	<small>niets - mag ik nu Battus ' Opperlans speels en leuk noemen , ondanks genoemde</small> <u>schatplichtigheid</u><sup>18.929</sup> een <u>uniek</u><sup>3.875</sup> <u>boek</u><sup>91.482</sup> , <span class='target'>briljant</span> <u>in</u><sup>63.223</sup> haar recreativiteit en ... <small></small>	yes
briljant/adj/het_laatste_nieuws_20030816_01_90/9	-22.2208421556922	21.925885688482	1	briljant	het_laatste_nieuws	Belgium	popular	;voor/prep;Anna/name;Ferdinand/name	<small></small>  <span class='target'>Briljant</span> <u>voor</u><sup>18.664</sup> <u>Ferdinand</u><sup>8.731</sup> en <u>Anna</u><sup>15.917</sup> <u>Ferdinand</u><sup>8.731</sup> <small>Baekelmans ( 92 ) en Anna Pays ( 86 ) zijn 65 jaar gehuwd en</small>	no
briljant/adj/het_laatste_nieuws_20011024_01_23/35	-52.6395721148953	21.6895604448128	4	briljant	het_laatste_nieuws	Belgium	popular	woensdag/noun;op/prep;oktober/noun;Frans/name;huwelijk_jubileum/noun	<small>Frans 65 jaar getrouwd LILLE Frans Van de Velde en Cil Vloemans uit Lille vierden</small> <u>op</u><sup>19.022</sup> <u>woensdag</u><sup>3.311</sup> 17 <u>oktober</u><sup>3.013</sup> hun <span class='target'>briljante</span> <u>huwelijksjubileum</u><sup>315.957</sup> . <u>Frans</u><sup>3.017</sup> ( 90 <small>) en Cil ( 93 ) verblijven sinds enkele weken in ziekenhuis van Herentals ,</small>	no
briljant/adj/nrc_handelsblad_20010917_3/152	35.4558299226721	30.6247597745022	2	briljant	nrc_handelsblad	Netherlands	quality	ben/verb;misschien/adv;zangeres/noun;zing/verb	<small>Green . Het is de volstrekt eigen stem van Blige die haar muziek persoonlijkheid geeft</small> . Ze <u>is</u><sup>336.212</sup> <u>misschien</u><sup>15.88</sup> geen <span class='target'>briljante</span> <u>zangeres</u><sup>13.078</sup> , maar ze <u>zingt</u><sup>1.819</sup> <small>beslist minder vals dan in het verleden en het rauwe randje in haar stem benadrukt</small>	no
briljant/adj/parool_20010508_1/150	31.792912318699	-29.9131187589377	1	briljant	parool	Netherlands	popular	;heb/verb;idee/noun;opgevat/adj;alvast/adv	<small>maanden niet normaal door de stad heen kunt komen ( zelfs als voetganger niet )</small> omdat ' men ' het <span class='target'>briljante</span> <u>idee</u><sup>979.189</sup> <u>had</u><sup>4.339</sup> <u>opgevat</u><sup>4.863</sup> <u>alvast</u><sup>3.341</sup> het <small>hele traject van de Noord/Zuid-lijn open te gooien terwijl ze de overeenkomsten nog niet eens</small>	yes
briljant/adj/parool_20040617_103/333	-1.28003295200928	-0.849209869215944	1	briljant	parool	Netherlands	popular	Werder/name;Tsiartas/name;pass/noun;Vasilis/name	<small>zich terug in de wedstrijd . De gevierde man werd Angelos Charisteas . De middenvelder</small> van <u>Werder</u><sup>1.921</sup> Bremen controleerde een <span class='target'>briljante</span> <u>pass</u><sup>68.398</sup> van invaller <u>Vasilis</u><sup>9.536</sup> <u>Tsiartas</u><sup>11.034</sup> <small>en zette met een stevige uithaal de deur naar de laatste acht wagenwijd open .</small>	yes
briljant/adj/volkskrant_20040413_141/174	0.315252813923434	32.8988983942224	1	briljant	volkskrant	Netherlands	quality	als/prep;tussen/prep;hard/adj;werk/adj;genie/noun	<small>de in Amsterdam nooit helemaal geaccepteerde brutale Brabander . Van Wely heeft het soms ervaren</small> <u>als</u><sup>272.772</sup> de kloof <u>tussen</u><sup>2.794</sup> het <span class='target'>briljante</span> <u>genie</u><sup>18.994</sup> en de <u>hard</u><sup>1.072</sup> <u>werkende</u><sup>1.039</sup> <small>arbeider : ' Als je het in voetbaltermen wilt omschrijven , zou je het de</small>	yes
briljant/adj/het_laatste_nieuws_20030103_01_48/32	-49.2877109570846	34.1369662694432	4	briljant	het_laatste_nieuws	Belgium	popular	heb/verb;Finne/name;ben/verb;vier/verb;bruiloft/noun	<small>voor Piet en Finne MECHELEN Pieter Hensmans en Seraphina Lauwers , beter gekend als Piet</small> en <u>Finne</u><sup>22.426</sup> , <u>hebben</u><sup>4.339</sup> hun <span class='target'>briljanten</span> <u>bruiloft</u><sup>254.691</sup> <u>gevierd</u><sup>295.914</sup> . Beiden <u>zijn</u><sup>336.212</sup> <small>geboren en getogen Mechelaars . Ze huwden op 20 december 1937 en kregen een zoon</small>	no
briljant/adj/algemeen_dagblad_20030606_93/161	12.7359091129236	-3.65168438926948	2	briljant	algemeen_dagblad	Netherlands	popular	;opmerking/noun	<small>praten mochten ze niet eens hun zin afmaken . Bijvoorbeeld de parlementair verslaggever tijdens het</small> Vragenuurtje : " Wat een <span class='target'>briljante</span> <u>opmerking</u><sup>2.974</sup> van het Kamerlid . <small>Een super-volksvertegenwoordiger die nooit opgeeft en altijd op een grandioze manier doorvecht . En luister</small>	yes
briljant/adj/algemeen_dagblad_20030606_93/88	3.3068357395584	-37.0982479759305	1	briljant	algemeen_dagblad	Netherlands	popular	prachtig/adj;meesterlijk/adj;	<small>de halve finales van een Grand Slam-toernooi in Parijs : het is allemaal even ongelooflijk</small> , <u>prachtig</u><sup>16.337</sup> , <u>meesterlijk</u><sup>31.448</sup> en <span class='target'>briljant</span> . Het lijkt wel of <small>er altijd officials van de tennisbond of de spelersorganisatie met een knuppel in de aanslag</small>	yes
briljant/adj/nrc_handelsblad_20030813_49/148	12.6875730116053	19.4843234652978	1	briljant	nrc_handelsblad	Netherlands	quality	zit/verb;niet/adv;in/prep;meest/adj;ben/verb;allemaal/adv	<small>alle schijn van . " Ik sta hier voor de laatste keer . Het bedrijf</small> <u>zit</u><sup>8.242</sup> <u>niet</u><sup>5.714</sup> <u>in</u><sup>63.223</sup> de <u>meest</u><sup>70.523</sup> <span class='target'>briljante</span> positie . Het <u>is</u><sup>336.212</sup> <u>allemaal</u><sup>13.755</sup> <small>een beetje treurig . " Rob Pieterse had zich ruim drie jaar geleden , toen</small>	no
briljant/adj/volkskrant_20040228_119/265	-21.3213734283946	25.3683879435444	1	briljant	volkskrant	Netherlands	quality	voor/prep;	<small>af en toe voor de partij die moet gaan dokken . Maar dat betekent dus</small> dat het <u>voor</u><sup>18.664</sup> mijn pupillen <span class='target'>briljant</span> werkt . <small></small>	no
geniaal/adj/parool_20001206_51/124	37.8402094455952	8.22030557110322	2	geniaal	parool	Netherlands	popular	ben/verb;van/prep;prototype/noun;schaker/noun;gestoord/adj;sociaal/adj	<small>schaaktoernooi georganiseerd , waaraan wordt deelgenomen door Alexander Luzhin ( John Turturro ) , die</small> het <u>prototype</u><sup>6.123</sup> <u>is</u><sup>342.896</sup> <u>van</u><sup>4.05</sup> de <span class='target'>geniale</span> maar <u>sociaal</u><sup>1.601</sup> <u>gestoorde</u><sup>69.887</sup> <u>schaker</u><sup>37.323</sup> . <small>Schaken is zijn verdedigingslinie tegen de wereld , die hij opbouwde , zo leren we</small>	yes
briljant/adj/het_nieuwsblad_20030227_01_268/149	5.45542313047037	1.59931856497992	1	briljant	het_nieuwsblad	Belgium	popular	;enkel/adv;niet/adv;Murdoch/name	<small>Richard Eyre samen met Charles Wood het ingenieuze script voor deze film . Als gevolg</small> van de ziekte verliest de <span class='target'>briljante</span> Iris <u>Murdoch</u><sup>5.995</sup> <u>niet</u><sup>5.714</sup> <u>enkel</u><sup>2.101</sup> haar <small>capaciteit om helder te praten en te schrijven , bovenal verliest ze haar geheugen .</small>	yes
briljant/adj/het_laatste_nieuws_20020522_01_89/9	4.71293266555759	-11.8831336712248	2	briljant	het_laatste_nieuws	Belgium	popular	;trouw/noun;ene/adj	<small></small>  <span class='target'>BRILJANT</span> Van de <u>ene</u><sup>45.649</sup> <u>trouw</u><sup>1.039</sup> kwam <small>de andere BEKEGEM - Van de ene trouw komt de andere , zegt men wel</small>	no
geniaal/adj/algemeen_dagblad_20040622_82/69	31.1877053147102	7.49905423135152	2	geniaal	algemeen_dagblad	Netherlands	popular	onnavolgbaar/adj;onberekenbaar/adj;ben/verb;ben/verb;denker/noun	<small>Hanegem iets extra's waardoor de tegenstander altijd rekening met hem zal houden . Hun ingevingen</small> <u>zijn</u><sup>342.896</sup> <u>onberekenbaar</u><sup>37.101</sup> , <u>onnavolgbaar</u><sup>21.421</sup> , <span class='target'>geniaal</span> . Het <u>zijn</u><sup>342.896</sup> onafhankelijke <u>denkers</u><sup>32.654</sup> <small>. " Chris van Nijnatten , chef voetbal AD Sportwereld Terwijl in Spanje met ontzetting</small>	yes
geniaal/adj/de_morgen_20040430_01_240/342	48.091013599202	31.255599762389	2	geniaal	de_morgen	Belgium	quality	Maltezen/name;ben/verb;brokers/noun;bemiddelaar/noun	<small>. " Wij hebben voldoende in onze mars om een bijdrage te leveren aan de</small> EU . De <u>Maltezen</u><sup>10.977</sup> <u>zijn</u><sup>342.896</sup> <span class='target'>geniale</span> ' <u>brokers</u><sup>7.597</sup> ' , <u>bemiddelaars</u><sup>1.333</sup> <small>tussen de westerse en de Arabische culturen . Zijn wij niet alleen al in onze</small>	yes
geniaal/adj/nrc_handelsblad_20040216_34/84	37.4544310608178	22.2309416496228	2	geniaal	nrc_handelsblad	Netherlands	quality	vaak/adj;zo/adj;ben/verb;met/prep;zeg/verb;van/prep	<small>Krimpen tot de uitspraak dat Koolhaas geniaal is maar niet van mensen houdt . "</small> Dat <u>is</u><sup>342.896</sup> <u>vaak</u><sup>13.032</sup> <u>zo</u><sup>17.478</sup> <u>met</u><sup>6.675</sup> <span class='target'>geniale</span> mensen " , <u>zegt</u><sup>9.133</sup> <u>van</u><sup>4.05</sup> <small>Krimpen , nu directeur van het Haags Gemeentemuseum . " Ik bewonder Koolhaas . Hij</small>	no
briljant/adj/de_morgen_20010210_01_135/348	-26.9609004520072	-34.4267037996582	1	briljant	de_morgen	Belgium	quality	leven/noun;echter/adv;tragisch/adj;aan/prep;muzikant/noun	<small>Parker wordt beschouwd als de grootste altsaxofonist aller tijden . Deze documentaire geeft een evocatie</small> van het <u>leven</u><sup>1.783</sup> van deze <span class='target'>briljante</span> <u>muzikant</u><sup>44.63</sup> die <u>echter</u><sup>1.198</sup> <u>tragisch</u><sup>6.755</sup> <u>aan</u><sup>69.868</sup> <small>zijn einde kwam . Met getuigenissen van Chan Parker , Dizzie Gillespie , Henry Threadgill</small>	yes
briljant/adj/nrc_handelsblad_20011107_131/441	18.7818873293096	4.46658422591926	2	briljant	nrc_handelsblad	Netherlands	quality	leerling/noun;getourmenteerde/adj;zwart/adj;bij/prep;toespraak/noun;afscheid_ceremonie/noun	<small>op dit terrein nog onervaren Nederlandse televisiemakers liever van afblijven . Als in Boston Public</small> die <u>getourmenteerde</u><sup>7.202</sup> <u>zwarte</u><sup>29.927</sup> <u>leerling</u><sup>85.764</sup> een <span class='target'>briljante</span> <u>toespraak</u><sup>9.11</sup> <u>bij</u><sup>11.356</sup> de <u>afscheidsceremonie</u><sup>8.603</sup> geeft <small>, krijgt de kijker de optimistische boodschap dat iedereen uiteindelijk zijn plaats vindt in de</small>	yes
briljant/adj/algemeen_dagblad_20020412_94/28	17.0738625932874	16.147098444575	2	briljant	algemeen_dagblad	Netherlands	popular	moet/verb;maak/verb;ben/verb;parkeer_probleem/noun;Amsterdam/name;in/prep	<small>de Saxion Hogeschool Enschede , heeft een systeem bedacht dat parkeren in hartje Amsterdam makkelijker</small> <u>moet</u><sup>73.425</sup> <u>maken</u><sup>1.129</sup> . U <u>bent</u><sup>336.212</sup> <span class='target'>briljant</span> ! Het <u>parkeerprobleem</u><sup>2.652</sup> <u>in</u><sup>63.223</sup> <u>Amsterdam</u><sup>6.355</sup> <small>is opgelost , nietwaar ? " Hoho , u begrijpt het niet helemaal . Samen</small>	yes
geniaal/adj/nrc_handelsblad_20040220_149/227	39.124456487478	27.6153601265167	2	geniaal	nrc_handelsblad	Netherlands	quality	teken_film/noun;continu/adj;ben/verb;Fox/name;South/name;Park/name	<small>in 1989 hun eigen wekelijkse sitcom van twintig minuten kregen op Rupert Murdochs nieuwe tv-kanaal</small> <u>Fox</u><sup>3.816</sup> <u>is</u><sup>342.896</sup> de <u>tekenfilm</u><sup>2.688</sup> <u>continu</u><sup>4.713</sup> <span class='target'>geniaal</span> gebleven . <u>South</u><sup>1.771</sup> <u>Park</u><sup>1.823</sup> ( <small>1997 ) komt met zijn anarchistische en gewelddadige humor in de buurt en King of</small>	yes
briljant/adj/parool_20010619_78/168	-19.8273675345816	0.84223819988466	1	briljant	parool	Netherlands	popular	niet/adv;hoog/adj;op/prep	<small>Telecom is geslaagd . Dat geeft de burger moed , kennelijk . KPN stond wat</small> <u>hoger</u><sup>8.064</sup> , zij het <u>niet</u><sup>5.714</sup> <span class='target'>briljant</span> , tien eurocent <u>op</u><sup>19.022</sup> 6,68 <small>euro . " Versatel stond prompt ook in de plus . Er was volgens Friesland</small>	no
